ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight
10540515,1.0,4,207,71,27,49.6,4.17,55,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,4.0,2.0,1981.0,1.0,2.0,1.0,6.0,7000.0,7.0,1,2,2,2,2,1.0,24.8,5.98,2.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,5.0,6.0,5.0,5.0,3.0,4.0,6.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,5.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4,2,1,4,1,6.0,2,3.0,2.0,2.0,4.0,1,44.0,1,109.0,4.0,80.0,1,29.0,0.000340556
10540515,4.0,0,68,53,0,5.2,1.23,16,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,4.0,2.0,1981.0,1.0,2.0,1.0,6.0,7000.0,7.0,1,2,2,2,2,1.0,2.6,1.76,2.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,5.0,6.0,5.0,5.0,3.0,4.0,6.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,5.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4,2,1,4,1,6.0,2,3.0,2.0,2.0,4.0,1,13.0,1,15.0,4.0,20.0,1,29.0,0.000340556
10540516,10.0,1,55,69,3,11.0,2.63,38,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,4.0,4.0,1.0,1980.0,1.0,2.0,1.0,6.0,7000.0,8.0,1,2,2,2,2,1.0,5.5,3.77,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,6.0,2.0,1.0,4.0,3.0,5.0,2.0,3.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,4,2,1,4,1,5.0,2,4.0,2.0,1.0,4.0,1,25.0,1,40.0,3.0,40.0,1,30.0,0.000378621
10540517,1.0,0,117,97,0,8.8,2.43,33,3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,13.0,4.0,1.0,1971.0,3.0,3.0,1.0,6.0,7000.0,2.0,2,2,2,2,2,1.0,8.8,3.48,1.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,6.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,6.0,3.0,3.0,6.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,6.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,4,2,1,4,1,3.0,2,3.0,2.0,2.0,3.0,1,23.0,1,20.0,3.0,40.0,1,39.0,0.003869639
10540518,1.0,1,96,63,3,11.0,2.38,32,3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,38.0,4.0,2.0,1969.0,2.0,3.0,2.0,6.0,7000.0,6.0,2,2,2,2,2,1.0,11.0,3.41,1.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,6.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,6.0,3.0,5.0,6.0,4.0,3.0,4.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,6.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,4,2,1,4,1,5.0,2,4.0,2.0,2.0,3.0,1,18.0,1,30.0,3.0,50.0,1,41.0,9.82e-05
10540531,2.0,2,166,101,5,12.2,3.12,44,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0,11.0,2.0,1.0,1936.0,2.0,2.0,4.0,3.0,3250.0,6.0,2,2,2,2,2,1.0,12.2,4.47,1.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,6.0,2.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,6.0,4.0,4.0,3.0,4.0,3.0,2.0,4,2,1,4,1,5.0,3,3.0,2.0,2.0,1.0,1,28.5,1,60.0,5.0,60.0,1,74.0,8.57e-05
10540532,4.0,4,119,48,12,13.6,2.85,37,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0,11.0,2.0,2.0,1939.0,2.0,2.0,9.0,6.0,3250.0,5.0,2,2,2,2,2,1.0,13.6,4.08,1.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,4.0,6.0,4.0,1.0,5.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,4,2,1,4,1,3.0,3,3.0,2.0,3.0,3.0,1,27.5,1,59.0,4.0,75.0,1,71.0,7.71e-05
10540532,4.0,0,32,26,0,3.0,0.5,6,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0,11.0,2.0,2.0,1939.0,2.0,2.0,9.0,6.0,3250.0,5.0,2,2,2,2,2,1.0,3.0,0.72,1.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,4.0,6.0,4.0,1.0,5.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,4,2,1,4,1,3.0,1,3.0,2.0,3.0,3.0,1,5.5,1,6.0,4.0,15.0,1,71.0,7.71e-05
10540548,1.0,0,110,68,0,11.0,2.37,35,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,4.0,10.0,5.0,1.0,1962.0,2.0,3.0,1.0,1.0,9000.0,3.0,2,2,2,2,2,2.0,11.0,3.4,2.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,6.0,6.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,6.0,4.0,2.0,3.0,4.0,2.0,3.0,6.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4,2,1,4,1,1.0,2,2.0,1.0,3.0,4.0,1,19.0,1,42.0,6.0,35.0,1,48.0,0.000409116
10540548,1.0,1,55,27,4,4.8,1.19,18,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,4.0,10.0,5.0,1.0,1962.0,2.0,3.0,1.0,1.0,9000.0,3.0,2,2,2,2,2,2.0,4.8,1.71,2.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,6.0,6.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,6.0,4.0,2.0,3.0,4.0,2.0,3.0,6.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4,2,1,4,1,1.0,1,2.0,1.0,3.0,4.0,1,9.5,1,24.0,6.0,30.0,1,48.0,0.000409116
10540559,1.0,0,46,35,0,5.6,0.5,5,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,29.0,4.0,1.0,1947.0,1.0,3.0,1.0,1.0,7000.0,4.0,2,2,2,2,2,1.0,5.6,0.72,4.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,4,2,1,4,1,2.0,2,1.0,2.0,2.0,4.0,1,4.1,1,11.0,4.0,12.0,1,63.0,0.000109132
10540559,2.0,7,265,127,37,19.2,4.4,45,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,29.0,4.0,1.0,1947.0,1.0,3.0,1.0,1.0,7000.0,4.0,2,2,2,2,2,1.0,19.2,6.31,4.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,4,2,1,4,1,2.0,4,1.0,2.0,2.0,4.0,1,42.0,1,101.0,4.0,68.0,1,63.0,0.000109132
10540560,4.0,2,81,35,10,4.8,0.86,12,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,30.0,3.0,1.0,1949.0,1.0,2.0,5.0,8.0,5000.0,3.0,2,2,2,2,2,1.0,4.8,1.23,1.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0,6.0,5.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0,6.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,6.0,1.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4,2,1,4,1,5.0,1,4.0,1.0,1.0,4.0,1,9.0,1,36.0,4.0,15.0,1,61.0,0.000409116
10540560,4.0,0,60,39,0,4.8,1.23,18,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,30.0,3.0,1.0,1949.0,1.0,2.0,5.0,8.0,5000.0,3.0,2,2,2,2,2,1.0,4.8,1.76,1.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0,6.0,5.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0,6.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,6.0,1.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4,2,1,4,1,5.0,1,4.0,1.0,1.0,4.0,1,9.5,1,21.0,4.0,30.0,1,61.0,0.000409116
10540563,1.0,10,461,196,41,79.4,12.4,117,5.0,3.0,2.0,0.0,8.0,3.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,7.0,10.0,6.0,2.0,1964.0,2.0,3.0,2.0,3.0,15000.0,7.0,2,2,2,2,2,1.0,79.4,17.77,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4,2,1,4,1,4.0,4,3.0,2.0,2.0,3.0,1,134.0,1,224.0,4.0,220.0,1,46.0,0.000144039
10540606,4.0,2,164,72,18,9.6,1.72,24,2.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,35.0,3.0,1.0,1933.0,2.0,2.0,9.0,8.0,5000.0,6.0,1,2,2,2,2,1.0,4.8,2.46,1.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,6.0,4.0,6.0,5.0,6.0,1.0,5.0,6.0,5.0,1.0,3.0,3.0,5.0,2.0,5.0,6.0,5.0,6.0,1.0,1.0,4.0,1.0,1.0,6.0,6.0,6.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,4,2,1,4,1,1.0,2,1.0,2.0,3.0,1.0,1,18.5,1,74.0,5.0,30.0,1,77.0,8.57e-05
10540647,4.0,2,146,65,5,12.4,1.32,18,2.0,0.0,2.0,0.0,4.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,9.0,30.0,6.0,2.0,1952.0,2.0,2.0,6.0,8.0,15000.0,5.0,2,2,2,2,2,1.0,12.4,1.89,1.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4,2,1,4,1,1.0,2,3.0,2.0,2.0,4.0,1,14.0,1,76.0,4.0,35.5,1,58.0,9.82e-05
10540659,4.0,1,71,23,12,4.8,0.75,10,2.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,35.0,2.0,1.0,1937.0,2.0,2.0,9.0,3.0,3250.0,7.0,2,2,2,2,2,1.0,4.8,1.07,2.0,3.0,2.0,3.0,5.0,5.0,6.0,6.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,6.0,5.0,1.0,5.0,5.0,4.0,4.0,6.0,5.0,3.0,6.0,4.0,2.0,5.0,1.0,1.0,6.0,5.0,3.0,2.0,2.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0,6.0,1.0,2.0,5.0,6.0,4.0,2.0,4.0,4.0,2.0,3.0,4,2,1,4,1,3.0,1,2.0,2.0,1.0,4.0,1,8.0,1,36.0,7.0,20.0,1,73.0,0.000125765
10540660,4.0,1,71,23,12,4.8,0.75,10,2.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,35.0,2.0,1.0,1937.0,2.0,2.0,9.0,3.0,3250.0,7.0,2,2,2,2,2,1.0,4.8,1.07,2.0,3.0,2.0,3.0,5.0,5.0,6.0,6.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,6.0,5.0,1.0,5.0,5.0,4.0,4.0,6.0,5.0,3.0,6.0,4.0,2.0,5.0,1.0,1.0,6.0,5.0,3.0,2.0,2.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0,6.0,1.0,2.0,5.0,6.0,4.0,2.0,4.0,4.0,2.0,3.0,4,2,1,4,1,3.0,1,2.0,2.0,1.0,4.0,1,8.0,1,36.0,7.0,20.0,1,73.0,0.000125765
10540672,1.0,4,84,9,12,9.6,2.26,31,4.0,2.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,6.0,5.0,2.0,1976.0,2.0,3.0,2.0,3.0,9000.0,3.0,2,2,2,2,2,1.0,9.6,3.24,1.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,6.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,6.0,6.0,6.0,2.0,4.0,2.0,4.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,4,2,1,4,1,5.0,2,3.0,1.0,2.0,3.0,1,23.0,1,63.0,4.0,50.0,1,34.0,0.00087004
10540675,4.0,0,25,24,0,2.6,0.28,3,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0,2.0,2.0,1947.0,2.0,2.0,9.0,6.0,3250.0,3.0,1,2,2,2,2,2.0,2.2,0.4,3.0,5.0,3.0,4.0,5.0,4.0,6.0,6.0,6.0,4.0,4.0,5.0,2.0,3.0,5.0,6.0,4.0,1.0,5.0,4.0,4.0,2.0,1.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,5.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,6.0,1.0,1.0,5.0,6.0,3.0,2.0,3.0,4.0,3.0,3.0,4,2,1,4,1,5.0,2,1.0,3.0,2.0,3.0,1,2.0,1,1.0,4.0,10.0,1,63.0,0.000367986
10540675,4.0,0,23,16,0,5.6,0.34,4,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0,2.0,2.0,1947.0,2.0,2.0,9.0,6.0,3250.0,3.0,1,2,2,2,2,2.0,2.8,0.49,3.0,5.0,3.0,4.0,5.0,4.0,6.0,6.0,6.0,4.0,4.0,5.0,2.0,3.0,5.0,6.0,4.0,1.0,5.0,4.0,4.0,2.0,1.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,5.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,6.0,1.0,1.0,5.0,6.0,3.0,2.0,3.0,4.0,3.0,3.0,4,2,1,4,1,5.0,2,1.0,3.0,2.0,3.0,1,3.0,1,7.0,4.0,15.0,1,63.0,0.000367986
10540689,1.0,3,141,49,17,6.0,2.04,28,4.0,2.0,2.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,7.0,6.0,1.0,1972.0,2.0,3.0,1.0,3.0,15000.0,4.0,2,2,2,2,2,1.0,6.0,2.92,1.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4,2,1,4,1,4.0,2,4.0,3.0,2.0,3.0,1,21.0,1,75.0,4.0,40.0,1,38.0,0.000258025
10540689,1.0,6,118,32,15,6.0,2.04,28,4.0,2.0,2.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,7.0,6.0,1.0,1972.0,2.0,3.0,1.0,3.0,15000.0,4.0,2,2,2,2,2,1.0,6.0,2.92,1.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4,2,1,4,1,4.0,2,4.0,3.0,2.0,3.0,1,21.0,1,71.0,4.0,30.0,1,38.0,0.000258025
10540691,1.0,3,135,53,37,13.2,1.53,20,4.0,2.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,6.5,5.0,6.0,2.0,1967.0,2.0,3.0,2.0,2.0,15000.0,7.0,2,2,2,2,2,1.0,13.2,2.19,3.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,6.0,3.0,2.0,5.0,2.0,3.0,1.0,5.0,5.0,3.0,3.0,4,2,1,4,1,4.0,3,3.0,2.0,2.0,3.0,1,15.6,1,45.0,5.0,25.0,1,43.0,0.000144039
10540691,4.0,0,68,62,0,5.2,0.55,7,4.0,2.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,6.5,5.0,6.0,2.0,1967.0,2.0,3.0,2.0,2.0,15000.0,7.0,2,2,2,2,2,1.0,5.2,0.79,3.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,6.0,3.0,2.0,5.0,2.0,3.0,1.0,5.0,5.0,3.0,3.0,4,2,1,4,1,4.0,2,3.0,2.0,2.0,3.0,1,5.5,1,6.0,5.0,10.0,1,43.0,0.000144039
10540692,11.0,5,278,111,40,61.6,5.96,62,4.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.5,5.0,6.0,1.0,1973.0,2.0,3.0,1.0,2.0,15000.0,7.0,2,2,2,2,2,1.0,61.6,8.54,4.0,3.0,2.0,2.0,5.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,5.0,1.0,2.0,5.0,3.0,1.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,6.0,4.0,1.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4,2,1,4,1,5.0,3,3.0,1.0,1.0,3.0,1,65.5,1,127.0,3.0,70.0,1,37.0,0.000378621
10540692,4.0,0,33,26,0,5.4,0.38,4,4.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.5,5.0,6.0,1.0,1973.0,2.0,3.0,1.0,2.0,15000.0,7.0,2,2,2,2,2,1.0,5.4,0.54,4.0,3.0,2.0,2.0,5.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,5.0,1.0,2.0,5.0,3.0,1.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,6.0,4.0,1.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4,2,1,4,1,5.0,2,3.0,1.0,1.0,3.0,1,3.1,1,7.0,3.0,4.0,1,37.0,0.000378621
10540756,4.0,0,51,45,0,2.6,0.48,7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,2.0,2.0,1927.0,2.0,1.0,9.0,8.0,3250.0,6.0,2,2,2,2,2,1.0,2.6,0.69,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,4.0,4.0,6.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4,2,1,4,1,1.0,1,3.0,2.0,2.0,3.0,1,4.0,1,6.0,4.0,10.0,1,83.0,0.000181985
10540774,7.0,4,232,112,9,50.0,7.08,77,3.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,19.0,6.0,1.0,1953.0,1.0,3.0,1.0,2.0,15000.0,7.0,2,2,2,2,2,1.0,50.0,10.15,2.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4,2,1,4,1,4.0,3,3.0,2.0,2.0,4.0,1,72.0,1,111.0,2.0,105.0,1,57.0,0.000160139
